year,age,years_in_f1,races_with_each_team_since_1995,F2_champion,Former_F1_World_Champion,home_race,starting_grid_position,points_in_previous_race,laps_in_previous_race,constructorId_points_at_stage_of_season,driver_points_at_stage_of_season,Mechanical,Driver_Issue,Lapped,Number_Of_Stops,Total_time_in_pits,Avg_time_in_pits,race_Abu Dhabi Grand Prix,race_Australian Grand Prix,race_Austrian Grand Prix,race_Azerbaijan Grand Prix,race_Bahrain Grand Prix,race_Belgian Grand Prix,race_Brazilian Grand Prix,race_British Grand Prix,race_Canadian Grand Prix,race_Chinese Grand Prix,race_Dutch Grand Prix,race_Emilia Romagna Grand Prix,race_Hungarian Grand Prix,race_Italian Grand Prix,race_Japanese Grand Prix,race_Las Vegas Grand Prix,race_Mexico City Grand Prix,race_Miami Grand Prix,race_Monaco Grand Prix,race_Qatar Grand Prix,race_Saudi Arabian Grand Prix,race_Singapore Grand Prix,race_Spanish Grand Prix,race_United States Grand Prix,engine_manufacturer_Ferrari,engine_manufacturer_Mercedes,engine_manufacturer_Red Bull,engine_manufacturer_Renault,constructor_nationality__American,constructor_nationality__Austrian,constructor_nationality__British,constructor_nationality__French,constructor_nationality__Italian,constructor_nationality__Swiss,nationality_American,nationality_Australian,nationality_British,nationality_Canadian,nationality_Chinese,nationality_Danish,nationality_Dutch,nationality_Finnish,nationality_French,nationality_German,nationality_Japanese,nationality_Mexican,nationality_Monegasque,nationality_Spanish,nationality_Thai,weather_conditions_Dry,circuit_type_Permanent Race Track ,circuit_type_Street Circuit,constructorId,constructor_id_1,constructor_id_3,constructor_id_6,constructor_id_9,constructor_id_51,constructor_id_117,constructor_id_131,constructor_id_210,constructor_id_213,constructor_id_214
2024,23,3,66,0,0,0,11,4,58,0,0,0,0,1,2,49.05,24.52,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,213,False,False,False,False,False,False,False,False,True,False
2024,27,8,66,0,0,0,19,0,58,0,0,0,0,1,2,50.02,25.01,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
2024,28,7,22,1,0,0,20,0,58,0,0,0,0,1,3,81.68,27.23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
2024,24,5,104,0,0,0,7,10,58,0,0,0,0,0,2,48.91,24.46,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,True,False,False,False,False,False,False,False,False,False
2024,22,1,22,1,0,0,8,8,58,0,0,0,0,0,2,50.3,25.15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,True,False,False,False,False,False,False,False,False,False
2024,27,5,44,0,0,0,13,0,58,0,0,0,0,1,2,49.29,24.65,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3,False,True,False,False,False,False,False,False,False,False
2024,23,1,22,0,0,0,18,0,58,0,0,0,0,1,3,86.15,28.72,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,False,True,False,False,False,False,False,False,False,False
2024,26,6,104,1,0,0,2,18,58,0,0,0,0,0,2,48.21,24.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,6,False,False,True,False,False,False,False,False,False,False
2024,36,14,22,1,0,0,10,0,58,0,0,0,0,1,3,85.76,28.59,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,210,False,False,False,False,False,False,False,True,False,False
2024,34,13,22,0,0,0,14,0,58,0,0,0,0,1,2,49.84,24.92,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,213,False,False,False,False,False,False,False,False,True,False
2024,29,9,67,0,0,0,20,15,57,27,26,0,0,0,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,6,False,False,True,False,False,False,False,False,False,False
2024,34,13,67,0,0,0,3,18,57,44,18,0,0,0,1,22.2,22.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,9,False,False,False,True,False,False,False,False,False,False
2024,26,9,167,0,1,0,1,26,57,44,12,0,0,0,1,20.61,20.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,9,False,False,False,True,False,False,False,False,False,False
2024,24,2,45,0,0,0,20,0,56,0,4,0,0,1,1,46.38,46.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,51,False,False,False,False,True,False,False,False,False,False
2024,34,11,45,0,0,0,16,0,56,0,2,0,0,1,2,46.08,23.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,51,False,False,False,False,True,False,False,False,False,False
2024,42,23,23,0,1,0,4,2,57,3,10,0,0,0,1,22.13,22.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,117,False,False,False,False,False,True,False,False,False,False
2024,25,7,67,0,0,0,10,1,57,3,0,0,1,0,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,117,False,False,False,False,False,True,False,False,False,False
2024,39,17,224,1,1,0,8,6,57,16,8,0,0,0,1,20.17,20.17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,131,False,False,False,False,False,False,True,False,False,False
2024,26,5,45,1,0,0,7,10,57,16,6,0,0,0,1,21.01,21.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,131,False,False,False,False,False,False,True,False,False,False
2024,31,10,124,0,0,0,13,0,56,0,0,0,0,0,1,21.46,21.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,210,False,False,False,False,False,False,False,True,False,False
2024,23,3,67,0,0,0,9,0,56,0,0,0,0,1,1,21.69,21.69,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,213,False,False,False,False,False,False,False,False,True,False
2024,27,8,67,0,0,0,17,0,56,0,0,0,0,1,1,22.5,22.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,214,False,False,False,False,False,False,False,False,False,True
2024,28,7,23,1,0,0,18,0,56,0,0,1,0,0,0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,214,False,False,False,False,False,False,False,False,False,True
2024,24,5,105,0,0,0,6,8,57,12,0,0,0,0,1,22.21,22.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,True,False,False,False,False,False,False,False,False,False
2024,22,1,23,1,0,0,5,4,57,12,0,0,0,0,1,21.43,21.43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,True,False,False,False,False,False,False,False,False,False
2024,27,5,45,0,0,0,12,0,56,0,0,0,0,0,1,21.72,21.72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,3,False,True,False,False,False,False,False,False,False,False
2024,23,1,23,0,0,0,19,0,55,0,0,0,0,1,1,23.65,23.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,False,True,False,False,False,False,False,False,False,False
2024,26,6,105,1,0,0,2,12,57,27,0,0,0,0,1,23.42,23.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,6,False,False,True,False,False,False,False,False,False,False
2024,36,14,23,1,0,0,15,0,56,0,1,0,0,0,1,21.04,21.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,210,False,False,False,False,False,False,False,True,False,False
2024,34,13,23,0,0,0,14,0,56,0,0,0,0,1,1,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,213,False,False,False,False,False,False,False,False,True,False
2024,29,9,68,0,0,0,2,0,0,49,15,0,0,0,2,35.34,17.67,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,6,False,False,True,False,False,False,False,False,False,False
2024,34,13,68,0,0,0,6,18,50,87,28,0,0,0,2,35.33,17.67,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,9,False,False,False,True,False,False,False,False,False,False
2024,26,9,168,0,1,0,1,25,50,87,12,1,0,0,0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,9,False,False,False,True,False,False,False,False,False,False
2024,24,2,46,0,0,0,19,0,49,0,16,0,0,1,2,55.9,27.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,51,False,False,False,False,True,False,False,False,False,False
2024,34,11,46,0,0,0,13,0,49,0,36,0,0,1,2,65.91,32.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,51,False,False,False,False,True,False,False,False,False,False
2024,42,23,24,0,1,0,10,10,50,13,1,0,0,0,2,36.16,18.08,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,117,False,False,False,False,False,True,False,False,False,False
2024,25,7,68,0,0,0,9,0,5,13,0,0,0,0,2,35.88,17.94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,117,False,False,False,False,False,True,False,False,False,False
2024,39,17,225,1,1,0,11,2,50,26,12,1,0,0,1,17.6,17.6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,131,False,False,False,False,False,False,True,False,False,False
2024,26,5,46,1,0,0,7,8,50,26,1,0,1,0,2,36.01,18.01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,131,False,False,False,False,False,False,True,False,False,False
2024,31,10,125,0,0,0,14,0,50,1,0,0,0,1,2,36.45,18.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,210,False,False,False,False,False,False,False,True,False,False
2024,23,3,68,0,0,0,8,0,49,0,0,0,0,0,2,36.06,18.03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,213,False,False,False,False,False,False,False,False,True,False
2024,27,8,68,0,0,0,15,0,49,0,0,0,0,1,3,66.92,22.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
2024,28,7,24,1,0,0,17,0,1,0,0,0,0,1,2,38.0,19.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
2024,24,5,106,0,0,0,3,4,50,28,0,0,0,0,2,35.43,17.71,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,True,False,False,False,False,False,False,False,False,False
2024,22,1,24,1,0,1,5,12,50,28,0,0,0,0,2,36.11,18.05,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,True,False,False,False,False,False,False,False,False,False
2024,28,5,46,0,0,0,12,0,50,0,0,0,0,1,2,35.5,17.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,3,False,True,False,False,False,False,False,False,False,False
2024,23,1,24,0,0,0,20,0,49,0,18,0,0,0,0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,False,True,False,False,False,False,False,False,False,False
2024,26,6,106,1,0,0,4,16,50,49,8,0,0,0,2,34.72,17.36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,6,False,False,True,False,False,False,False,False,False,False
2024,36,14,24,1,0,0,16,1,50,1,51,0,0,0,2,36.47,18.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,210,False,False,False,False,False,False,False,True,False,False
2024,34,13,24,0,0,1,18,0,49,0,6,0,0,1,2,36.02,18.01,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,213,False,False,False,False,False,False,False,False,True,False
2024,29,9,69,0,0,0,4,25,58,93,51,0,0,0,3,46.75,15.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,6,False,False,True,False,False,False,False,False,False,False
2024,34,13,69,0,0,0,2,10,58,97,46,0,0,0,3,45.96,15.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,9,False,False,False,True,False,False,False,False,False,False
2024,26,9,169,0,1,0,1,0,3,97,40,0,0,0,3,46.43,15.48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,9,False,False,False,True,False,False,False,False,False,False
2024,24,2,47,0,0,0,20,0,57,0,47,1,0,0,3,50.58,16.86,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,51,False,False,False,False,True,False,False,False,False,False
2024,34,11,47,0,0,0,13,0,57,0,27,0,0,1,3,50.79,16.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,51,False,False,False,False,True,False,False,False,False,False
2024,42,23,25,0,1,0,5,4,58,25,16,0,0,0,3,46.17,15.39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,117,False,False,False,False,False,True,False,False,False,False
2024,25,7,69,0,0,0,16,8,58,25,18,0,0,1,4,69.53,17.38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,117,False,False,False,False,False,True,False,False,False,False
2024,39,17,226,1,1,0,7,0,15,26,28,0,0,0,3,47.31,15.77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,131,False,False,False,False,False,False,True,False,False,False
2024,26,5,47,1,0,0,9,0,56,26,8,0,0,0,3,46.59,15.53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,131,False,False,False,False,False,False,True,False,False,False
2024,31,10,126,0,0,0,18,1,57,4,6,0,0,1,2,26.22,13.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,210,False,False,False,False,False,False,False,True,False,False
2024,23,3,69,0,0,1,10,6,58,6,3,0,0,1,3,46.86,15.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,213,False,False,False,False,False,False,False,False,True,False
2024,27,8,69,0,0,0,15,0,57,0,9,0,0,1,3,47.59,15.86,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
2024,28,7,25,1,0,0,17,0,57,0,1,0,0,1,3,46.96,15.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,214,False,False,False,False,False,False,False,False,False,True
